N,P,K,temperature,humidity,ph,rainfall,label
117,28,11,35.00978586098378,74.87773979034203,5.600427873649718,278.87966151228545,rice
24,86,44,19.422403415932592,78.32143401278188,5.063335795918693,248.60993662971478,groundnut
88,67,74,25.413697966065676,30.936279919914842,6.781497756693328,104.10914510879192,cotton
11,109,197,18.605719985856418,80.84741952216032,4.62291315559358,141.50785519318134,groundnut
58,61,72,17.31338253167432,85.56014730314789,3.6957453284382815,43.21690579958248,wheat
108,140,53,8.932258528981466,45.068909402915104,9.174987026695218,48.60825044996261,groundnut
25,66,56,18.267622807519956,32.34922385083553,9.054443794648515,151.66450835964022,groundnut
46,21,118,27.942918195617896,47.114358411511034,4.475923122572726,168.46143390878802,maize
31,70,111,8.057642751765037,77.6062853340118,5.946441481578317,93.92758679513591,groundnut
9,10,33,18.195887017148028,49.916954504708436,8.486217879636113,199.97915297206356,groundnut
15,62,153,39.730771963637004,77.35206126933176,7.466001792925118,216.9465919624386,rice
25,73,82,29.37134906386499,23.766550524068236,5.868725055024283,103.75251685134816,sugarcane
85,66,13,29.883061666915296,83.31700710200965,7.965025983096914,232.3589231981117,rice
134,86,179,22.521114980948717,35.77584342124274,8.882284329261147,77.56937733095734,wheat
13,75,80,32.3529971657268,35.40789294345506,9.056949983155208,172.39038563716068,maize
78,135,46,14.837579584292929,64.77276300753202,5.773097671533134,245.1987061974085,groundnut
116,14,183,37.4748851738309,20.03015193424111,4.541364080436914,170.3625439911155,maize
6,102,188,12.200808317692394,16.261604494881496,8.977033149163852,274.22956118589417,groundnut
136,93,183,31.616048767511934,36.44846521523664,4.05533267516617,36.380345204898035,wheat
114,39,202,20.28137572950859,60.27380936319475,7.830130347368982,184.72787673761212,maize
71,6,132,34.910466940969165,92.05500921536954,4.34298388916481,177.29152671242923,maize
58,128,24,27.79152384557672,86.79342516242839,5.836321128006153,204.8989319919517,rice
81,28,159,24.284709385233782,56.17839555320389,5.969334479270164,253.35391483048613,maize
115,78,170,14.099206475356892,17.18647145764038,4.4525474906725,223.2388636147506,groundnut
102,26,76,30.9255727142367,60.031735178120584,9.036088604039673,241.27916590439568,rice
16,43,69,43.09171436313487,74.61242159357542,3.5160090080557174,100.86868320093403,groundnut
13,24,186,37.72172329665254,43.16814979715291,8.862851259299784,128.49926599931007,groundnut
107,45,117,10.160294933204424,23.551444082222304,8.802975940852914,195.49755273294448,groundnut
44,112,28,21.544257621002878,37.95684397568671,5.401781922188009,174.96921213898187,maize
97,88,132,41.32098833084979,80.356642344232,7.725705619275653,289.10908499175025,rice
130,115,179,26.10957491205277,44.206969576366234,5.016853467789893,72.31365998163741,wheat
36,70,203,31.83602572909445,83.83040819897107,8.052641373523631,118.35794428631968,sugarcane
107,57,87,40.85357644129006,41.47884485544292,6.86671845072646,180.37146531975935,maize
38,38,67,39.456608855115704,28.06573330358836,5.30135272548595,263.02985558212254,rice
14,71,189,26.065533519458395,51.48295891817031,5.901408521825927,280.2175869134777,rice
119,138,187,23.755266895673675,52.89560805686595,7.639332393430421,114.0901726317276,sugarcane
3,31,64,20.228934265265135,15.385306795242979,8.936584697862699,38.79036922737846,wheat
92,14,103,33.88469995386408,24.065876252744047,4.284359099403648,138.05351541821182,cotton
15,77,66,18.331524780975556,29.9036376144623,6.928183818014943,130.41636010538198,groundnut
107,100,34,16.995953831512406,23.76850929456604,5.022375196742705,296.21637902031307,groundnut
125,52,26,20.824996205736085,43.37124248623729,8.308233499252754,140.69714840142103,sugarcane
54,74,130,14.379742047636512,96.95756558306354,3.9214238352168866,105.60243980490424,groundnut
33,104,161,33.02431337404762,57.7931382961287,7.633734741027019,122.30566486978152,sugarcane
12,63,173,30.18466337590204,67.9698180528756,4.549676082146179,131.13935857466788,sugarcane
17,6,46,25.38362722817037,44.64923715298042,7.078312510419376,250.03130701505248,rice
95,69,102,22.051728053415967,41.819947501310565,8.514155523156152,42.684169992753965,wheat
122,87,197,40.726251544282334,15.990622384690719,8.030483972730078,108.62197368500748,cotton
38,14,35,9.04845625960779,57.02869438813793,8.017657326101823,290.5691777339879,groundnut
45,57,162,35.68787876626277,55.5903745806433,6.6070718731214315,62.868701343663986,wheat
28,83,116,40.46874458295999,27.573442451576582,8.844473551098329,227.92837002912518,rice
61,63,150,24.068764859477334,79.73186401777652,7.028631189451987,119.79018033552131,sugarcane
15,52,126,27.824857692943283,56.369992406746256,9.005107811297425,182.8999473344671,maize
120,127,21,42.000692763753364,43.1534814338953,6.779134746994505,47.87345078248698,wheat
9,26,42,15.64199055027852,26.63416617597172,6.535793378120018,105.79526685910503,groundnut
102,104,146,26.724854520248655,61.48583111950707,4.834118115261887,160.2421836650487,maize
83,102,114,25.089960576615663,78.74226424363763,6.76871992418123,84.87618428924034,wheat
132,29,188,17.302135323333324,38.25194433090756,4.343508987493382,171.72358405488262,groundnut
64,32,26,37.469356293431886,32.81631423559814,8.718141207557274,81.53260793756057,wheat
2,117,199,40.38562141147649,58.88640690955362,7.55535133224976,202.0281547421551,rice
119,49,60,36.149572872375515,27.359524015861457,9.461812690957652,273.219215270088,rice
67,72,123,15.032922590549902,71.3287512471085,4.052584566743139,43.93681845844,wheat
36,11,151,11.122950878049735,66.05955200320382,4.944036499071721,80.65249001730417,groundnut
72,53,61,29.796001470992323,21.48905626486286,8.762951625596836,256.43844763289235,rice
48,141,176,10.05541137835582,17.140752626798154,5.871524598613506,196.83497592374812,groundnut
120,87,39,32.22173198809104,67.34482412261829,6.297817939891385,42.03849679991826,wheat
87,133,118,27.095271931780736,39.309264563031704,8.663911324325701,156.1780322306587,maize
139,142,129,31.86028637877189,21.434334772912273,6.630939349699713,78.73238420317381,wheat
36,77,133,29.246147851390784,79.31086862625784,4.660855096486209,75.74699033961953,wheat
60,50,56,23.217292502978218,41.00778425951739,8.852180692458685,283.38069614094667,maize
123,110,89,15.231578485048217,53.52556126888723,3.686369938538201,233.2316334613105,groundnut
38,36,202,19.005276889177587,34.36591176102415,8.87237760586066,214.94456618676026,groundnut
62,10,169,26.88202067188315,67.94926873878495,3.803121360034008,86.90006878180041,wheat
45,78,69,31.46725137131381,39.92800372047491,7.495096187600769,53.200561251466134,wheat
87,118,183,36.06138860784303,97.24980266557604,3.9300762780520078,263.833133959898,rice
10,31,133,35.61814586416619,74.45348918105397,7.7372779157903935,21.646279415886262,wheat
61,58,25,43.01679475739907,25.75811576811806,3.7038279279977053,128.66699863628548,sugarcane
76,89,185,18.29029215188274,49.835756211918145,8.554746366264725,97.7315008291734,wheat
51,131,20,10.559985495683724,47.14621457676956,6.2956637055799085,179.70533609767062,groundnut
3,115,127,20.443649679506933,59.94525152195295,4.060723476013267,90.14236204803372,wheat
58,19,65,34.758601108066756,86.40603800521578,7.740916670060864,107.13750061192623,groundnut
71,136,58,23.772019437198626,64.17429330573815,6.435740945022575,258.0111593980942,maize
92,97,172,37.4403835012191,19.29387427359994,4.645693153252657,188.89287055326525,maize
62,127,30,27.77574914669654,70.36574992504553,3.594034243332355,60.79110765222315,wheat
53,77,84,41.47250201469811,14.710815623343823,6.0079895583532235,223.41203217883282,rice
116,96,69,42.123083911966475,81.0765996064738,4.013775384371213,78.08857641436595,wheat
109,21,104,10.494962216674953,71.33070222736681,4.065018189483423,141.2413804314944,groundnut
73,47,78,24.430883829647275,40.555566618322395,5.103977290176061,201.05002631500213,maize
106,125,196,29.94880620498445,39.14999519469835,7.282749783454546,96.14027048809643,wheat
56,45,175,17.21141146923966,82.65147770298228,6.679463651365695,127.54990810922182,groundnut
2,43,21,22.654764057643288,81.36695550551737,3.9139238495520834,225.56188724516224,maize
119,117,125,32.396535480237134,44.29800247640135,9.31058765535482,282.61506695881616,rice
5,115,191,16.162432168341013,39.7095046148611,8.823012129767546,168.18861594865243,groundnut
4,51,27,29.67132870708029,62.144931843919935,5.0553529228709495,22.791872035854368,wheat
4,67,139,33.10812181391502,14.7194467586364,4.234031455772848,114.76985034771253,sugarcane
53,114,176,11.257867199451203,21.109365266842637,9.154417188541942,131.61761375674965,groundnut
46,73,185,25.9110553769883,24.85058475279136,6.266850667284199,114.96861360062833,sugarcane
8,47,75,17.470881077270867,29.945416333136983,5.367001788628615,142.15528111235756,groundnut
98,38,112,34.077908815929604,58.03355889409034,6.442148210991125,197.1465510691519,maize
19,44,83,14.823998307329857,99.33280467805649,8.136464867278473,53.91584755937088,groundnut
121,65,166,40.12056495937183,70.1247525502724,4.510311789818327,96.33654248290154,wheat
60,66,50,23.513888114659768,19.27169632263323,8.104975001055843,162.14146408493488,maize
122,62,200,15.128109091071927,59.19982616935279,7.996680727603192,108.36052629039303,groundnut
81,79,82,23.768784668611858,56.71148826549738,6.7360892290452785,297.50389467790063,maize
61,20,20,22.714775461107003,26.398432160352257,8.69505373249749,140.8008107704967,groundnut
2,86,75,23.441082541773568,93.14342371700707,4.2928602690191635,263.54376300582055,maize
12,98,100,29.08020656590809,51.90581130008173,7.072874039994039,271.022753971882,rice
119,52,151,26.76225409688735,99.53208609243761,6.19605831501093,254.081959922258,rice
124,142,6,13.391976740512497,50.126217391686126,6.03375267701499,33.13150746464699,groundnut
88,86,14,10.360846615278907,66.2843624307904,5.015366427617153,285.3690848517384,groundnut
72,42,182,34.258956154155456,23.009578134823848,5.733677940859448,56.04791739728954,wheat
67,131,129,28.149827693419283,53.06359284739075,4.148904536141995,29.63301576000246,wheat
100,23,85,20.924027650853496,34.533866884341705,5.009593818588951,136.0234902138361,groundnut
97,67,144,37.10088160993066,85.8585726771262,5.131790646668495,74.4975291721997,wheat
10,81,74,21.97010507339445,81.41708429860843,7.824007204760837,71.57502830570613,wheat
104,135,154,36.65474322562187,84.87947996778082,3.791302563253179,100.58949174532216,cotton
66,106,36,19.00722059044549,76.23041164718381,7.407153848905164,89.55356946911935,wheat
122,69,109,10.62243071162719,85.6107572313244,4.82845945875914,211.74271260204287,groundnut
28,124,88,41.57502897679745,31.271272515043194,3.9911690354977636,72.29764585809961,wheat
136,95,133,22.203840654129433,52.87576478586294,5.304836966512605,172.0731254552324,maize
75,12,186,36.5369326225776,73.49883167535326,4.8468372165716165,296.1994329201883,rice
8,77,62,18.04918879600296,68.8157548224216,6.8121942550391,141.06707786776087,groundnut
39,138,202,31.269144036451614,75.60648552717149,5.644258420687774,199.72447046272222,maize
24,111,150,39.43919143727822,33.28622095100593,9.295962454449956,291.4240697643646,rice
4,93,138,9.499184804239292,22.465384977869117,9.281297596345103,58.53891945158199,groundnut
138,43,49,37.90288752869921,92.84536571443077,6.162291614721437,137.20996260205385,cotton
123,117,101,28.56798817898943,62.17478301879283,8.270524763961557,258.05387205467116,rice
37,32,27,29.868983140708494,27.229029507637343,3.57961124516525,281.0455911685663,rice
71,101,27,26.833688029015374,82.23554604231309,6.786869508348816,188.34609622849342,maize
132,41,158,39.48110371821113,92.68397455011831,7.959795033841875,60.15776871126255,wheat
89,141,139,9.563600860482948,28.58246259711538,4.801659352444015,272.4120435053434,groundnut
36,86,83,17.39702209529053,84.2974711531435,3.8670305309956623,68.84503853346392,wheat
59,60,48,39.52745139892959,94.25735527344503,4.435513615438735,118.8057975329932,sugarcane
27,89,31,35.084445291150416,94.6990976254575,6.151088523043143,125.14223377343329,sugarcane
80,6,30,8.63522576642981,92.6174557022011,6.538228524537572,145.24163116433584,groundnut
113,62,101,26.61222619554951,60.99220706296884,5.7853107326526105,241.2464284606659,rice
39,111,40,27.064616505656293,44.63417328383275,6.13984260225428,244.6004258686957,rice
44,127,113,22.431756864604772,14.625461461684798,6.321409757655688,221.50342051787197,maize
61,118,59,18.70615995423163,19.23845151095133,8.116619969606578,26.196028838042853,wheat
92,111,196,32.542094614844316,50.8801553155756,4.131451388465914,178.15662862080245,maize
114,41,189,15.480456729371138,48.342048589669886,8.113702802956375,229.29802764679198,groundnut
66,83,73,36.76214823458142,29.885396223009955,7.631763813769989,144.495067217232,sugarcane
55,96,65,36.909337787628985,48.01128241072249,7.949964856857909,284.582092702311,rice
39,22,134,22.94941175262154,29.019905629161656,7.906810315251937,250.66694612649826,maize
97,102,59,18.207728392747313,86.99604773872228,6.323550894810702,198.68341833631263,groundnut
39,67,126,18.219614537265677,39.6447594973015,4.7684011073654,37.47905143110374,wheat
90,143,101,25.362487663863565,65.47653411361466,6.719773425810824,202.6569493232787,rice
32,8,84,33.90485209097692,57.244503331921464,9.247892321654597,275.24228835062127,rice
5,139,91,20.919272875778915,18.46185867308333,7.031154088360182,126.2447083266664,sugarcane
79,65,42,29.961560436479054,95.0320998762403,3.5662828712766657,254.67710716950108,rice
91,111,123,21.769440580973395,59.34143412954157,3.858265429258344,107.68512000141013,sugarcane
96,58,82,18.9628348094498,41.95495733169612,9.457180601621314,179.62892163324477,groundnut
58,92,161,8.89494257296859,27.59888498844387,3.931678155436642,201.55883714381906,groundnut
58,72,158,8.140907806474063,43.11329058650787,3.7762709602693914,209.83861051649058,groundnut
47,133,39,16.17947640195216,15.763997860011496,5.618145616151932,267.1138080500175,groundnut
12,59,83,22.630626324835838,45.266001359953606,9.31590321961602,85.69423476175898,wheat
106,7,71,38.64540202503417,59.707789748187416,5.412050922397194,93.46348388091292,wheat
44,125,91,36.745432745495314,88.98049714318125,5.959304785251624,217.1314781270063,rice
88,133,161,17.617949453167636,73.11419992201058,7.304462367251393,69.61426749553067,wheat
99,106,38,16.803455947434777,23.596078929458763,3.644671035958387,149.9957133899089,groundnut
6,42,101,16.183594558520987,26.706183901664655,8.886581465115128,25.609627541620238,wheat
132,89,173,20.212544259039213,50.81860963238022,6.616658105326593,59.47421435723195,wheat
44,137,173,25.935153904220673,30.830866640935753,6.300865436024347,210.07698780808118,rice
57,96,155,23.792039793136716,16.395080872116996,8.664359973239783,229.2892489748911,maize
30,25,75,15.857835156133776,83.23127969015404,9.218459536148128,52.28932930660552,wheat
22,113,7,12.69625075797025,15.678941080027494,6.040551389881008,83.75867411513516,groundnut
137,51,62,8.452801249503034,85.4393060470292,4.534646475759384,47.693245030374314,groundnut
106,88,36,13.54267659199414,26.39294082083508,8.394255620012437,141.3555962990327,groundnut
38,87,35,33.392829326988256,97.82234332941199,5.919562527334923,55.312499808497314,wheat
81,39,86,16.770988496440985,65.93315641705234,9.113273237070597,142.4428848067292,groundnut
99,73,47,24.869665164374354,77.20853556017101,9.199393902985896,224.98751162431685,maize
1,133,139,29.28684136123681,23.501592005253578,4.188974190328217,211.34881728015688,rice
76,144,109,39.92627250193786,88.14095031682729,9.239323803997108,98.52893631851666,wheat
11,31,5,39.998783542163096,86.1705414869523,5.709621952670726,208.6535137891411,rice
38,60,65,34.84641441252892,70.15737491258773,7.377515105943143,279.75939665188156,rice
12,27,18,9.26565171374605,57.195638355203315,3.708500490404276,117.30682838377635,groundnut
45,25,184,28.702535087074935,76.04806888932384,8.833305644502996,112.15336303532985,groundnut
112,65,10,36.31700494993423,14.50982651897152,7.349583976069189,180.0028224149649,maize
16,67,107,8.622369611481076,64.94990496426752,7.361326801738515,88.74050708769211,groundnut
103,126,14,27.788646091636817,86.87692760391434,8.913056959864903,202.44209983447055,rice
97,56,75,38.87950924829706,44.69339029702891,6.5500830494440585,253.03329578829468,rice
87,92,94,25.06767473032161,23.312884657530844,5.963099842175303,148.60918142761696,cotton
108,59,162,8.147823304308144,50.19544347791573,8.696772513753897,210.26205097994708,groundnut
69,50,153,8.396480900081869,76.53098261903159,7.954523071228389,202.5279186872387,groundnut
73,36,130,22.99889734689502,23.22790409187784,9.193853989789407,30.826357317325062,wheat
62,59,192,13.580312027003163,31.720176178308538,9.140731359863196,71.3565626492174,groundnut
59,100,101,31.920223655357344,26.689458827268194,5.793956987361442,270.18840050907636,rice
78,137,78,33.51677353662154,82.53750697946934,6.181917740848507,282.8898012622054,rice
36,40,119,14.40367263658263,19.40876553091387,5.0359097227446705,238.52309917512966,groundnut
21,114,195,39.98719838688146,73.04643918184124,7.463887334831406,277.9494815317545,rice
95,110,174,23.90868241924133,45.51529518477446,5.687251820533319,105.72162225720095,sugarcane
67,62,55,13.142452673309254,78.998046888136,8.216603879646026,89.35907209813315,groundnut
16,43,196,35.51305753049824,96.93697401542724,4.229304564385464,127.6040525169456,groundnut
11,84,60,36.43908200060382,23.850895764437478,4.198417106994476,35.495759594126795,wheat
137,101,45,31.01463701595647,41.037113531801424,4.726732288516382,246.76405333157177,rice
117,117,36,38.72475991529191,83.6707867838217,4.0057531306244805,295.5691358322216,rice
21,65,19,34.54542699310417,36.88962120040118,7.220189646069408,250.72820188225074,rice
119,141,66,39.75940654017166,32.50037134595952,4.384116596100432,175.39309375871346,maize
49,10,159,23.61996974547726,84.98250609673157,4.459777504805926,102.67895173522594,groundnut
13,113,32,34.91349661157993,98.88908330451345,3.585369342374996,75.35540879220258,wheat
28,39,68,43.991056283445594,61.89173075272505,8.192540087741659,121.93760410306479,groundnut
124,43,191,34.09752311070629,37.91219235666718,8.373776332540887,206.75146827349778,rice
6,122,190,12.110616088536759,48.27667269760464,4.472134498186638,145.1772355514306,groundnut
28,9,134,26.659474007450587,28.631208154990375,7.937146605603347,281.5367496236561,rice
138,91,131,29.144520484749005,79.52230598460471,6.101270738944158,259.1816960304051,rice
32,80,40,14.271584302570076,80.51876553275804,4.937569297792348,48.67217246961171,groundnut
133,61,118,42.66409883040935,89.26040534489452,7.228307648442973,56.82706268799879,wheat
110,131,203,14.320871994846186,16.287820469304492,4.570904446082508,209.34697188403103,groundnut
78,33,17,14.39208510967602,62.33039537986861,8.041301645918212,84.61514919449921,groundnut
57,91,19,40.94601696708398,32.425967353513855,3.78569136542331,241.48836556329033,rice
25,50,93,24.74739559238016,43.31593933234271,9.254785597567487,185.58027985137886,maize
28,120,192,10.274778053882583,81.50618291463964,3.931251522251747,84.352547765338,groundnut
3,116,26,29.53474999778703,30.514894103088672,6.976690515492138,154.03230329456554,maize
98,49,195,29.665748550789722,68.89739054997372,8.913165740734271,133.70136186276935,cotton
38,108,78,10.322027312716225,70.29269244522945,3.5714268130871023,264.48462057303334,groundnut
14,89,29,43.01080984281183,96.05207668159785,6.491086765934343,29.005492993574077,wheat
118,138,105,27.585078750604723,80.66383985348858,5.60004178586408,270.83628933070116,rice
28,112,180,28.152645998471513,83.11262265521763,6.981993141547454,202.58315120632815,rice
74,22,175,26.724154922086203,59.717664415538835,4.852744320425952,226.51069251354605,rice
115,98,121,29.98634406720632,30.063149415963878,3.889395303390349,20.730089749937445,wheat
31,37,170,17.514791099855177,50.59844945177824,7.255598221092241,195.90704153042506,groundnut
129,130,45,18.34068852709427,61.25610332201655,6.001095436960415,184.77612583908729,groundnut
83,126,177,26.40820723266078,72.34405564737926,7.234913232237378,170.41755578816395,maize
21,142,92,37.04069077148887,66.26298361754574,4.763234881027057,240.04271987764778,rice
26,119,172,9.79512475379044,47.88209328688294,5.532447577720891,175.64390699102145,groundnut
80,32,114,29.722551639928856,36.816927201642365,6.870088336187662,259.9872130767601,rice
125,15,124,37.0440131302273,28.467852515516746,7.058676669948364,85.13681619469875,wheat
91,51,101,13.649021793340179,73.6707032194149,5.733888846645591,245.67512491207594,groundnut
20,131,149,8.540811511300387,69.50428599087371,5.180319233699339,70.2075763909456,groundnut
46,122,61,19.25767862509249,73.11403205517138,5.142203776931575,247.67298175131438,groundnut
100,130,134,29.173173442265533,46.03736094104036,4.54819610852539,283.32978527199896,rice
83,76,100,12.978194242570918,36.567072741084075,5.4524297739775225,113.99435984690754,groundnut
5,111,125,23.34040535500948,79.33603426655958,4.6966420220793195,168.36816791445287,maize
130,141,66,27.883573905474005,80.53367597475874,7.302892437379668,204.33212641848135,rice
0,37,141,29.55979141126342,53.183008161148294,6.9144019894525375,42.25206643925849,wheat
57,23,72,17.878821956013503,66.62375128998988,5.79553294202552,158.34260109715368,groundnut
123,78,85,22.40106689550649,46.12269112392974,5.454980119624366,120.96379344470908,sugarcane
14,102,21,36.02021224643211,74.36745921030338,4.925685201167855,264.28757675036627,rice
63,133,121,41.88372898834468,85.87205731171693,6.712749853756048,265.4702652383313,rice
24,97,54,39.02769192025726,73.18806185086585,9.013416586074129,216.2182710732263,rice
23,52,116,28.31420606240355,58.08210590885374,7.614218308333623,203.60285288589952,rice
11,68,98,22.770540905982074,53.444584516343845,7.966488284213404,225.4327685972399,maize
17,65,172,19.986438117371055,69.23948998391401,8.506267181938448,122.47633228078598,groundnut
14,43,190,12.49843637902465,72.4637366777144,5.609809840027093,133.26538909017512,groundnut
26,132,89,11.835844899780067,62.05073214311035,3.877254692686926,175.0373224088375,groundnut
71,92,153,32.78087449689168,67.74503565923597,7.235352819929865,282.64787566205086,rice
59,30,150,17.352598982161773,22.306626694529772,4.632033747368196,222.7199647534775,groundnut
92,21,187,17.167820711568083,95.85183438824009,6.914261899973997,174.27698845894253,groundnut
52,75,161,43.935021961200285,82.00648348095493,7.937061398942388,235.71564417108007,rice
7,17,156,14.765334483456634,46.15779679478341,8.20182981288702,123.84928742675902,groundnut
78,73,78,13.330151341597867,62.40188454201218,5.311034721485093,224.53067632042377,groundnut
26,30,113,11.552668199357143,18.069909591732234,6.574599395415891,134.9893495191561,groundnut
49,53,149,28.87299242600466,17.545592003919193,7.225790577663154,98.3051939641961,wheat
130,11,22,30.603097736075654,35.56865681962879,8.416884330203732,190.7227333062419,maize
92,62,46,21.14820534524775,73.3143412433576,8.068331990629684,212.32571670205166,maize
23,53,105,27.27488007841284,87.284706310801,9.427851925864221,148.60219713027797,sugarcane
59,107,49,36.382383114016854,62.089985678266956,3.5485080591800653,178.34020477954041,maize
121,57,86,37.45175005958294,59.763415604082304,6.124936645178798,214.33850095966793,rice
130,66,21,42.484834725763335,48.59861990606607,5.036266918256767,234.95881443610267,rice
45,21,77,37.673647493223484,27.897424212389822,4.219360322869241,270.76001414326134,rice
14,29,18,28.334291721827356,24.178452714086525,8.969091969003108,119.27237775401188,groundnut
16,135,181,14.467650770126456,79.41845946500308,9.487772396574117,286.4136307987262,groundnut
125,33,161,11.591488077302326,93.7653054115055,4.583577247428342,198.4383468344645,groundnut
83,121,136,9.962428036790932,53.412356609219486,3.7306003568081816,240.5565271557054,groundnut
8,30,86,31.994929944273814,70.71232664954488,5.150326686083002,215.93533217480274,rice
62,128,152,37.07130519432775,92.64335797576095,8.509171508398374,77.56008309755386,wheat
116,29,124,26.312622224626843,21.749772432336428,5.2633404991959,40.002747242471926,wheat
129,58,124,9.969710294011037,80.26140496823656,3.8414088829857294,223.36020992507366,groundnut
87,77,51,27.276940685288174,67.04625205629947,3.8149531037181794,163.0947469824814,maize
71,124,111,41.686973414883816,65.48279737936807,6.064536814216618,216.61974315433088,rice
138,60,112,29.514074873568575,39.158476849415,9.090954338369718,153.51598509632873,maize
63,69,13,37.13938958466133,72.8148285108802,5.215522649837792,107.42566571662113,sugarcane
71,97,83,36.80549534210302,82.35260691458679,6.062946084206263,99.80501459267911,wheat
20,90,159,41.5566475921035,23.705802185157957,4.1116028322956515,224.5489966435984,rice
17,84,19,35.728235563395444,59.88284306436461,6.461436759613886,97.49842281041691,wheat
63,112,23,34.91721850447122,22.70880556491723,7.679282385714224,220.10952385911784,rice
81,122,94,16.42769593894306,89.04136565959743,5.126902167063317,127.50883536886599,groundnut
109,87,184,10.157305591558933,57.65675814844587,5.280267851172109,235.8515532092647,groundnut
94,19,30,26.633580741937077,83.48504927642513,8.551850152437627,59.986779219147486,wheat
31,135,158,12.479631486083187,45.65536483929443,3.5621823340830625,77.39438409721674,groundnut
10,143,158,42.639051546007686,24.756727506203987,7.318824251300582,212.05524960164578,rice
44,34,178,18.43729145478903,17.568940177171186,5.863307809649702,176.86471365551353,groundnut
32,61,96,38.70599132183455,38.209827386424294,5.290283081368814,77.08593593404777,wheat
101,132,181,21.954486507288536,35.004098231310756,7.445562993463263,272.7915632835101,maize
135,52,86,19.634992994865588,62.19026976571672,8.50801113073823,97.26436127554096,wheat
10,140,185,41.665708605558365,15.869540073478833,6.850352697972042,137.8999914942175,sugarcane
87,26,135,21.079612595104063,58.76906680972891,3.686567731658336,76.64062372431063,wheat
40,10,198,22.050364711872913,47.69236981303227,6.268407144953456,128.64773313562398,groundnut
75,108,46,11.81930406606473,63.632515212642026,6.276559645363839,157.66109003121278,groundnut
120,40,23,32.136079950170334,74.40790742093137,6.762790968827647,102.66917526361735,cotton
45,83,21,18.398218921190484,68.53190727686615,7.525753406261313,235.34622849501534,groundnut
79,120,165,29.08175004222226,98.6794157661095,3.615910421206043,130.30123402094918,sugarcane
53,61,80,29.288661345915543,25.890819573410912,6.512075746398503,224.2627999884548,rice
85,53,181,33.89118904144762,50.95738276796095,7.029846616283544,77.98020910926815,wheat
91,86,188,34.828693502207884,50.53544335132476,5.5601203184963115,125.56993910209005,cotton
96,70,67,26.520287638455418,49.86657551845118,7.510191359542598,22.256320890749848,wheat
1,81,135,19.915710113722508,71.08666171566948,4.8690663027750265,232.41852349583928,groundnut
32,49,111,38.148232214050424,56.125213207018135,5.40423399840471,195.24826041253556,maize
76,83,53,19.15516337870545,58.49920014391483,9.276532084545956,248.99053097772773,groundnut
115,24,59,26.270327400895933,51.182615324621764,5.588422225166841,147.57102066875973,cotton
102,127,158,22.445092995334207,99.28615364759638,5.57900532419447,243.92738023959495,maize
102,71,103,38.78282189490877,93.77027599843763,7.0740838149386915,201.32311239587395,rice
89,87,204,23.549067121249834,40.4642802853359,9.325851979160362,21.011621109586827,wheat
121,7,56,21.899570798149433,23.59707752993338,9.398482675718002,91.03440262478334,wheat
105,68,104,32.83365294431495,86.21976626731986,6.977947782057896,158.28957861774944,maize
118,44,121,29.687879955011937,99.7566416226123,3.5065221188295954,193.23245791935196,maize
48,63,122,11.860886005850459,39.16436488740952,8.903939304610399,38.3654421060984,groundnut
103,66,11,26.294077028382677,44.769503622391895,6.921427787462289,217.42237989146167,rice
60,136,50,34.47722197999691,94.98045360772745,5.695978449739615,172.19010734123276,maize
122,64,50,43.71469152528883,75.15713854826572,8.47517084609563,167.21820590911997,maize
133,120,104,30.649286022931488,39.42489653304871,5.898994756101231,101.77275626741623,cotton
8,79,148,21.33055039188744,63.969998250416694,3.7042670372015882,186.55046785736153,maize
5,126,156,16.141457592876264,95.20374382532603,8.426433338342113,27.698009096896904,wheat
72,111,193,39.42188842951953,83.81592719733696,6.775156406118573,38.11609254111678,wheat
102,100,58,37.3243476360861,77.79761338066473,5.528861229345177,225.48362441959563,rice
40,95,66,16.421221548057854,77.38168280852392,5.005354258123107,110.1295759095099,groundnut
113,134,133,15.222755245276645,29.30974788913525,7.062784756492554,117.15078117485547,groundnut
7,66,53,33.74492396520232,84.92258657360253,4.748297289350601,78.3478569118065,wheat
71,53,29,19.33827422907534,37.7462023901374,5.44310531934202,144.773793787981,groundnut
91,141,14,19.03035674103048,94.01153257953153,7.319181856483901,34.558160795164085,wheat
61,96,122,13.482448894435588,45.359039227185335,8.789266702435592,104.10170259991183,groundnut
83,128,148,17.503118709553878,87.75879414563406,6.697341970349592,167.5946980977553,groundnut
61,65,190,23.390272073335385,36.89608052853092,8.054638389794555,150.37693803655836,maize
110,52,204,34.382180141806955,58.24931654607268,8.078363622578252,299.90750007444944,rice
126,140,161,20.10709139889499,23.19213541205921,7.486123715956321,128.85410259273482,sugarcane
6,62,96,19.829756221274337,70.77022565767098,4.975030026083106,128.35973659120648,groundnut
83,105,138,18.256877091887688,85.90281766434809,8.700731588901451,161.0028976760489,groundnut
131,116,148,25.21821203039755,75.7864661920078,6.117653933837399,73.28487087594435,wheat
133,66,152,14.502921125887351,59.00023211272453,3.765264463614203,265.3652384285642,groundnut
57,43,84,25.48270642515652,17.879965559725516,4.967676020417151,180.2349808820456,maize
21,62,75,33.350320023008834,94.27592661669382,8.093290124595894,73.79013897583827,wheat
126,103,82,9.072458145174398,74.67210117776258,3.9148000149049365,242.16364558419704,groundnut
